DDT_hr,Vol_cf,Max_Inflow_cfs,Max_Depth_ft,Max_Storage_Vol_cf,Treated_mgal,Total_mgal,Capture_Efficiency_%,Flow_Balance_Error_%
12,150000,18.85,1.03,155233.0,807.942,811.148,99.60475770143057,-0.0
12,175000,18.85,1.03,180757.0,809.538,811.148,99.80151587626426,-0.0
12,200000,18.85,1.03,205731.0,810.339,811.148,99.9002648098744,-0.0
12,225000,18.85,1.02,229937.0,810.831,811.148,99.96091958557501,-0.0
12,250000,18.85,0.96,239251.0,811.148,811.148,100.0,-0.0
12,275000,18.85,0.77,211831.0,811.148,811.148,100.0,-0.0
12,300000,18.85,0.62,185214.0,811.148,811.148,100.0,-0.0
24,1000,18.85,1.06,1063.0,37.426,811.148,4.6139545434372025,0.0
24,2000,18.85,1.06,2126.0,68.501,811.148,8.444944695665896,0.0
24,3000,18.85,1.06,3188.0,97.246,811.148,11.988687637767706,0.0
24,4000,18.85,1.06,4251.0,124.184,811.148,15.309659889440644,0.0
24,5000,18.85,1.06,5313.0,149.717,811.148,18.45742084058643,0.0
24,7500,18.85,1.06,7969.0,208.206,811.148,25.668065507157756,0.0
24,10000,18.85,1.06,10624.0,260.857,811.148,32.15898948157426,-0.0
24,12500,18.85,1.06,13278.0,308.884,811.148,38.079857190056565,-0.0
24,15000,18.85,1.06,15932.0,352.701,811.148,43.481707407279565,-0.0
24,17500,18.85,1.06,18585.0,392.539,811.148,48.393018290127074,0.0
24,20000,18.85,1.06,21238.0,428.637,811.148,52.8432542519984,0.0
24,22500,18.85,1.06,23890.0,460.817,811.148,56.81047108542461,0.0
24,25000,18.85,1.06,26542.0,489.869,811.148,60.39206162130709,0.0
24,27500,18.85,1.06,29193.0,516.218,811.148,63.64042073702949,-0.0
24,30000,18.85,1.06,31843.0,540.314,811.148,66.61102536158629,-0.0
24,40000,18.85,1.06,42438.0,616.652,811.148,76.02213159620686,0.0
24,50000,18.85,1.06,53002.0,669.458,811.148,82.53216429061034,-0.0
24,60000,18.85,1.06,63534.0,706.431,811.148,87.09027205885978,-0.0
24,70000,18.85,1.06,74044.0,731.086,811.148,90.12979135743416,0.0
24,80000,18.85,1.06,84530.0,749.722,811.148,92.42727591019147,-0.0
24,90000,18.85,1.06,95039.0,764.484,811.148,94.24716574533872,0.0
24,100000,18.85,1.06,105547.0,775.465,811.148,95.60092609486802,-0.0
24,125000,18.85,1.05,130905.0,791.574,811.148,97.58687687080531,0.0
24,150000,18.85,1.04,156101.0,799.469,811.148,98.56018876949706,-0.0
24,175000,18.85,1.04,181942.0,804.05,811.148,99.12494390666068,0.0
24,200000,18.85,1.04,207731.0,806.502,811.148,99.42723152864828,-0.0
24,225000,18.85,1.04,233470.0,808.115,811.148,99.62608549857732,0.0
24,250000,18.85,1.04,259086.0,809.417,811.148,99.78659874646797,-0.0
24,275000,18.85,1.03,283805.0,810.141,811.148,99.87585496111683,0.0
24,300000,18.85,1.03,308482.0,810.579,811.148,99.9298525053381,-0.0
36,1000,18.85,1.06,1063.0,27.472,811.148,3.386804874079699,0.0
36,2000,18.85,1.06,2126.0,51.31,811.148,6.325602726013009,0.0
36,3000,18.85,1.06,3188.0,73.554,811.148,9.06788896724149,0.0
36,4000,18.85,1.06,4251.0,94.833,811.148,11.691208016292958,0.0
36,5000,18.85,1.06,5313.0,115.001,811.148,14.177560691760322,0.0
36,7500,18.85,1.06,7970.0,162.474,811.148,20.030130136547214,0.0
36,10000,18.85,1.06,10625.0,206.145,811.148,25.41398117236312,-0.0
36,12500,18.85,1.06,13280.0,246.575,811.148,30.39827503735446,0.0
36,15000,18.85,1.06,15935.0,284.087,811.148,35.02283183833283,-0.0
36,17500,18.85,1.06,18589.0,319.493,811.148,39.387756611617114,-0.0
36,20000,18.85,1.06,21243.0,352.429,811.148,43.44817468575401,0.0
36,22500,18.85,1.06,23897.0,383.172,811.148,47.23823519259124,-0.0
36,25000,18.85,1.06,26550.0,411.413,811.148,50.71984397421926,-0.0
36,27500,18.85,1.06,29202.0,437.491,811.148,53.93479365048055,0.0
36,30000,18.85,1.06,31855.0,461.783,811.148,56.929561559666055,0.0
36,40000,18.85,1.06,42459.0,543.481,811.148,67.00145965964288,-0.0
36,50000,18.85,1.06,53043.0,605.236,811.148,74.61474354864957,0.0
36,60000,18.85,1.06,63589.0,651.225,811.148,80.28436240981917,0.0
